date,ticker,action
2006-02-27,SFA,removed
2006-03-03,CHK,added
2006-03-03,DCNAQ,removed
2006-04-03,BR,removed
2006-04-03,BXP,added
2006-04-03,CIN,removed
2006-04-03,DF,added
2006-04-03,GOOGL,added
2006-04-03,JP,removed
2006-04-03,KIM,added
2006-04-03,MYG,removed
2006-04-20,CHIR,removed
2006-04-20,SNDK,added
2006-04-24,GDT,removed
2006-04-24,LM,added
2006-05-18,AMCC,removed
2006-05-18,EQ,added
2006-06-02,ABS,removed
2006-06-02,JNPR,added
2006-06-06,CBH,added
2006-06-06,EC,removed
2006-06-28,CNX,added
2006-06-28,KRI,removed
2006-07-18,CTB,removed
2006-07-18,WIN,added
2006-08-01,CAR,removed
2006-08-01,GTW,removed
2006-08-01,H,added
2006-08-01,WYND,added
2006-08-11,CME,added
2006-08-11,KMG,removed
2006-10-02,ANDW,removed
2006-10-02,GDW,removed
2006-10-02,SII,added
2006-10-02,WU,added
2006-11-06,ASO,removed
2006-11-06,CELG,added
2006-11-10,CBRE,added
2006-11-10,FIS,added
2006-11-10,FSH,removed
2006-11-10,LPX,removed
2006-11-17,ACV,removed
2006-11-17,CTSH,added
2006-11-20,BTUUQ,added
2006-11-20,HCA,removed
2006-12-01,IAC,added
2006-12-01,LU,removed
2006-12-01,NFB,removed
2006-12-01,STR,added
2006-12-04,DTV,added
2006-12-04,FSL,removed
2006-12-20,NAV,removed
2006-12-20,TEX,added
2007-01-03,BLS,removed
2007-01-03,PTC,removed
2007-01-03,SE,added
2007-01-04,ESV,added
2007-01-10,AVB,added
2007-01-10,SBL,removed
2007-02-01,CMVT,removed
2007-02-02,RL,added
2007-02-12,EOP,removed
2007-02-12,VAR,added
2007-02-15,APCC,removed
2007-02-15,HCBK,added
2007-02-22,PGL,removed
2007-02-22,TEG,added
2007-03-02,CHRW,added
2007-03-02,HMA,removed
2007-03-20,HST,added
2007-03-20,PD,removed
2007-03-23,CMX,removed
2007-03-23,DDR,added
2007-03-29,ANF,added
2007-03-29,UVN,removed
2007-04-02,MDLZ,added
2007-04-02,TSG,removed
2007-04-10,AIZ,added
2007-04-10,H,removed
2007-05-31,KMI,removed
2007-05-31,SUNEQ,added
2007-06-01,MEDI,removed
2007-06-01,PCP,added
2007-07-02,ADCT,removed
2007-07-02,COV,added
2007-07-02,DFS,added
2007-07-02,GGP,added
2007-07-02,MEL,removed
2007-07-02,PMCS,removed
2007-07-02,SANM,removed
2007-07-02,TEL,added
2007-07-09,ACAS,added
2007-07-09,DG,removed
2007-07-12,AKAM,added
2007-07-12,BMET,removed
2007-08-27,JEF,added
2007-08-27,KSE,removed
2007-09-07,CBSS,removed
2007-09-07,MCHP,added
2007-09-25,FDC,removed
2007-09-26,ICE,added
2007-09-27,ANDV,added
2007-09-27,MXIM,removed
2007-10-01,NCR,removed
2007-10-01,TDC,added
2007-10-02,EXPE,added
2007-10-02,SLR,removed
2007-10-08,ASN,removed
2007-10-08,NBL,added
2007-10-10,EXPD,added
2007-10-10,TXU,removed
2007-10-25,HLT,removed
2007-10-25,NYX,added
2007-10-26,AV,removed
2007-10-26,JEC,added
2007-10-29,BOL,removed
2007-10-29,TIE,added
2007-11-09,HCR,removed
2007-11-09,POM,added
2007-11-16,MTW,added
2007-11-16,TEK,removed
2007-11-19,AMT,added
2007-11-19,AT,removed
2007-12-14,DJ,removed
2007-12-14,GME,added
2007-12-21,RRC,added
2007-12-21,TRB,removed
2007-12-31,GHC,added
2007-12-31,TIN,removed
2008-01-02,SNV,removed
2008-01-02,TSS,added
2008-01-29,CAM,added
2008-01-29,HET,removed
2008-03-31,CBH,removed
2008-03-31,CCTYQ,removed
2008-03-31,HCP,added
2008-03-31,PM,added
2008-06-02,BSC,removed
2008-06-02,ISRG,added
2008-06-06,SWN,added
2008-06-06,TT,removed
2008-06-11,ABKFQ,removed
2008-06-11,LO,added
2008-06-23,BC,removed
2008-06-23,COG,added
2008-06-23,MEE,added
2008-06-23,OMX,removed
2008-07-01,AKS,added
2008-07-01,CFC,removed
2008-07-01,SNI,added
2008-07-01,SSP,removed
2008-07-18,MA,added
2008-07-31,CCU,removed
2008-07-31,DVA,added
2008-08-21,IAC,removed
2008-08-21,IVZ,added
2008-08-26,EDS,removed
2008-08-27,CF,added
2008-09-11,FMCC,removed
2008-09-11,FNMA,removed
2008-09-15,CRM,added
2008-09-15,FAST,added
2008-09-17,LEHMQ,removed
2008-09-22,HRS,added
2008-09-23,SAF,removed
2008-09-24,PXD,added
2008-09-30,APH,added
2008-09-30,WAMUQ,removed
2008-09-30,WEN,removed
2008-10-02,FLS,added
2008-10-07,KDP,added
2008-10-07,WWY,removed
2008-10-22,DDS,removed
2008-10-22,NDAQ,added
2008-10-31,MTG,removed
2008-10-31,WEC,added
2008-11-06,SJM,added
2008-11-06,TEX,removed
2008-11-11,UIS,removed
2008-11-13,GGP,removed
2008-11-13,PBCT,added
2008-11-14,ASH,removed
2008-11-14,HPC,removed
2008-11-14,WYNN,added
2008-11-14,XRAY,added
2008-11-17,CEPH,added
2008-11-18,BUD,removed
2008-11-19,SRCL,added
2008-11-24,ABI,removed
2008-11-24,LIFE,added
2008-12-02,DNB,added
2008-12-02,KATE,removed
2008-12-05,AW,removed
2008-12-05,RSG,added
2008-12-19,EQT,added
2008-12-19,RIG,removed
2008-12-23,BRL,removed
2008-12-23,MFE,added
2009-01-02,FLIR,added
2009-01-02,MER,removed
2009-01-02,NCC,removed
2009-01-02,OI,added
2009-01-02,SCG,added
2009-01-02,WB,removed
2009-01-06,IRM,added
2009-01-06,UST,removed
2009-01-30,SOV,removed
2009-01-30,WELL,added
2009-02-26,DO,added
2009-02-26,WFT,removed
2009-03-04,ACAS,removed
2009-03-04,HRL,added
2009-03-04,JNY,removed
2009-03-04,VTR,added
2009-03-17,ES,added
2009-03-27,NE,removed
2009-03-27,ORLY,added
2009-03-30,DDR,removed
2009-03-30,TWC,added
2009-04-02,DNR,added
2009-04-02,ROH,removed
2009-06-03,MTLQQ,removed
2009-06-05,COV,removed
2009-06-05,FTI,added
2009-06-09,ATGE,added
2009-06-26,TEL,removed
2009-06-30,TMUS,added
2009-07-01,EQ,removed
2009-07-01,IR,removed
2009-07-01,PWR,added
2009-07-01,WDC,added
2009-07-27,CITGQ,removed
2009-07-27,RHT,added
2009-08-19,CTX,removed
2009-08-19,FMC,added
2009-09-01,CFN,added
2009-09-01,MTW,removed
2009-09-09,ARG,added
2009-09-09,CBE,removed
2009-10-16,FSLR,added
2009-10-16,WYE,removed
2009-11-04,SGP,removed
2009-11-06,BKNG,added
2009-12-21,CIEN,removed
2009-12-21,CLF,added
2009-12-21,CVG,removed
2009-12-21,DYN,removed
2009-12-21,KBH,removed
2009-12-21,LDOS,added
2009-12-21,MBI,removed
2009-12-21,MJN,added
2009-12-21,ROST,added
2009-12-21,V,added
2009-12-23,ESV,removed
2009-12-23,ROP,added
2010-01-27,JAVA,removed
2010-01-29,NRG,added
2010-02-08,ACS,removed
2010-02-08,URBN,added
2010-02-16,BNI,removed
2010-02-16,BRK.B,added
2010-02-26,RX,removed
2010-03-01,DISCA,added
2010-03-01,HP,added
2010-03-01,PBG,removed
2010-03-15,BDK,removed
2010-03-15,OKE,added
2010-04-29,BJS,removed
2010-04-30,CERN,added
2010-06-28,KMX,added
2010-06-28,XTO,removed
2010-07-01,QEP,added
2010-07-01,STR,removed
2010-07-15,MIL,removed
2010-08-27,SII,removed
2010-11-17,IR,added
2010-11-17,PTV,removed
2010-12-20,CVC,added
2010-12-20,EKDKQ,removed
2010-12-20,FFIV,added
2010-12-20,KG,removed
2010-12-20,NFLX,added
2010-12-20,NFX,added
2010-12-20,NYT,removed
2010-12-20,ODP,removed
2011-01-04,MDP,removed
2011-01-04,MMI,added
2011-01-18,NE,added
2011-01-18,QLGC,removed
2011-02-28,AYE,removed
2011-02-28,JOY,added
2011-03-01,COV,added
2011-03-01,MFE,removed
2011-04-01,EW,added
2011-04-01,Q,removed
2011-04-04,BLK,added
2011-04-04,GENZ,removed
2011-04-28,CMG,added
2011-04-28,NOVL,removed
2011-06-02,ANRZQ,added
2011-06-02,MEE,removed
2011-07-01,MPC,added
2011-07-01,RSHCQ,removed
2011-07-06,ACN,added
2011-07-06,MI,removed
2011-09-26,MOS,added
2011-09-26,NSM,removed
2011-10-14,CEPH,removed
2011-10-17,TEL,added
2011-11-01,ITT,removed
2011-11-01,XYL,added
2011-11-23,CBE,added
2011-11-23,JNS,removed
2011-12-12,GAS,removed
2011-12-13,GAS,added
2011-12-19,AKS,removed
2011-12-19,BWA,added
2011-12-19,DLTR,added
2011-12-19,MWW,removed
2011-12-19,PRGO,added
2011-12-19,SUNEQ,removed
2011-12-21,TLAB,removed
2011-12-21,TRIP,added
2012-01-03,CPWR,removed
2012-01-03,WPX,added
2012-03-13,CCI,added
2012-03-13,CEG,removed
2012-04-02,MHS,removed
2012-04-04,FOSL,added
2012-05-01,PSX,added
2012-05-01,SVU,removed
2012-05-22,MMI,removed
2012-05-25,ALXN,added
2012-05-25,EP,removed
2012-05-25,KMI,added
2012-06-05,LRCX,added
2012-06-05,NVLS,removed
2012-06-29,HSH,removed
2012-06-29,MNST,added
2012-07-02,PGN,removed
2012-07-02,STX,added
2012-07-27,GR,removed
2012-07-31,ESV,added
2012-09-05,LYB,added
2012-09-05,SHLD,removed
2012-10-01,ATGE,removed
2012-10-01,LXK,removed
2012-10-01,PNR,added
2012-10-02,ADT,added
2012-10-02,ANRZQ,removed
2012-10-02,KRFT,added
2012-10-05,PETM,added
2012-10-05,SUN,removed
2012-12-03,CBE,removed
2012-12-03,DG,added
2012-12-12,GRMN,added
2012-12-12,RRD,removed
2012-12-24,APTV,added
2012-12-24,TIE,removed
2013-01-02,ABBV,added
2013-01-02,FII,removed
2013-02-14,BIG,removed
2013-02-14,PVH,added
2013-05-01,REGN,added
2013-05-01,TMUS,removed
2013-05-07,CVH,removed
2013-05-09,MAC,added
2013-05-24,DF,removed
2013-05-24,KSU,added
2013-06-07,GM,added
2013-06-07,HNZ,removed
2013-06-24,FHN,removed
2013-06-24,ZTS,added
2013-07-01,APOL,removed
2013-07-01,NWSA,added
2013-07-09,NLSN,added
2013-07-09,S,removed
2013-09-11,BMC,removed
2013-09-11,DAL,added
2013-09-23,AMD,removed
2013-09-23,AME,added
2013-09-23,LDOS,removed
2013-09-23,VRTX,added
2013-10-29,DELL,removed
2013-10-29,RIG,added
2013-11-13,KORS,added
2013-11-13,NYX,removed
2013-12-02,ALLE,added
2013-12-02,JCP,removed
2013-12-09,MOLX,removed
2013-12-10,GGP,added
2013-12-23,ADS,added
2013-12-23,ANF,removed
2013-12-23,FB,added
2013-12-23,MHK,added
2013-12-23,TER,removed
2013-12-23,VIAV,removed
2014-01-24,LIFE,removed
2014-01-24,TSCO,added
2014-03-24,GMCR,added
2014-03-24,WPX,removed
2014-04-02,CLF,removed
2014-04-02,ESS,added
2014-04-03,GOOG,added
2014-05-01,BEAM,removed
2014-05-01,NAVI,added
2014-05-01,SLM,removed
2014-05-01,UAA,added
2014-05-07,LSI,removed
2014-05-08,AVGO,added
2014-06-20,IGT,removed
2014-06-20,XEC,added
2014-07-01,AMG,added
2014-07-01,FRX,removed
2014-07-02,MLM,added
2014-07-02,X,removed
2014-08-07,DISCK,added
2014-08-19,MNK,added
2014-08-19,RDC,removed
2014-09-22,BTUUQ,removed
2014-09-22,GHC,removed
2014-09-22,UHS,added
2014-09-22,URI,added
2014-11-05,JBL,removed
2014-11-05,LVLT,added
2014-12-05,BMS,removed
2014-12-05,RCL,added
2015-01-27,COV,removed
2015-01-27,ENDP,added
2015-01-27,HCA,added
2015-01-27,SWY,removed
2015-03-12,PETM,removed
2015-03-12,SWKS,added
2015-03-17,CFN,removed
2015-03-18,HSIC,added
2015-03-23,AAL,added
2015-03-23,AVP,removed
2015-03-23,DNR,removed
2015-03-23,EQIX,added
2015-03-23,HBI,added
2015-03-23,NBR,removed
2015-03-23,SLG,added
2015-04-07,O,added
2015-04-07,WIN,removed
2015-06-12,LO,removed
2015-06-12,QRVO,added
2015-06-30,TEG,removed
2015-07-01,BXLT,added
2015-07-01,JBHT,added
2015-07-01,QEP,removed
2015-07-02,ATI,removed
2015-07-02,CPGX,added
2015-07-02,MWV,removed
2015-07-02,WRK,added
2015-07-06,KHC,added
2015-07-06,KRFT,removed
2015-07-07,FDO,removed
2015-07-09,AAP,added
2015-07-20,NE,removed
2015-07-20,PYPL,added
2015-07-27,DTV,removed
2015-07-29,SIG,added
2015-08-31,ATVI,added
2015-08-31,PLL,removed
2015-09-03,HSP,removed
2015-09-03,UAL,added
2015-09-21,CMCSK,added
2015-09-21,FOX,added
2015-09-21,NWS,added
2015-10-08,JOY,removed
2015-10-08,VRSK,added
2015-11-02,HCBK,removed
2015-11-02,HPE,added
2015-11-10,FCPT,added
2015-11-17,FCPT,removed
2015-11-18,GNW,removed
2015-11-18,SIAL,removed
2015-11-18,SYF,added
2015-11-19,ILMN,added
2015-11-30,CSRA,added
2015-12-01,DXC,removed
2015-12-14,CMCSK,removed
2015-12-28,ALTR,removed
2015-12-29,CHD,added
2016-01-04,CCEP,added
2016-01-04,CPRI,added
2016-01-05,FOSL,removed
2016-01-05,WLTW,added
2016-01-19,EXR,added
2016-02-01,BRCM,removed
2016-02-01,CFG,added
2016-02-01,FRT,added
2016-02-01,PCP,removed
2016-02-22,CXO,added
2016-02-22,PCL,removed
2016-03-03,GMCR,removed
2016-03-04,AWK,added
2016-03-04,CNX,removed
2016-03-07,UDR,added
2016-03-24,POM,removed
2016-03-30,CNC,added
2016-03-30,ESV,removed
2016-03-30,HOLX,added
2016-04-04,CAM,removed
2016-04-04,FL,added
2016-04-08,UA,added
2016-04-18,THC,removed
2016-04-18,ULTA,added
2016-04-25,GME,removed
2016-04-25,GPN,added
2016-05-02,ADT,removed
2016-05-03,AYI,added
2016-05-12,SNDK,removed
2016-05-13,ALK,added
2016-05-18,DLR,added
2016-05-18,TWC,removed
2016-05-23,ARG,removed
2016-05-23,LKQ,added
2016-05-31,AJG,added
2016-05-31,CCE,removed
2016-05-31,CCEP,removed
2016-06-03,BXLT,removed
2016-06-03,TDG,added
2016-06-21,CVC,removed
2016-06-24,FBHS,added
2016-07-01,ALB,added
2016-07-01,CPGX,removed
2016-07-01,GAS,removed
2016-07-01,LNT,added
2016-07-01,TE,removed
2016-07-05,FTV,added
2016-09-06,MTD,added
2016-09-07,EMC,removed
2016-09-08,CHTR,added
2016-09-23,COO,added
2016-09-23,HOT,removed
2016-10-03,COTY,added
2016-10-03,DO,removed
2016-12-02,EVHC,added
2016-12-02,LM,removed
2016-12-02,MAA,added
2016-12-02,OI,removed
2017-01-05,IDXX,added
2017-01-05,STJ,removed
2017-02-27,SE,removed
2017-02-28,INCY,added
2017-03-01,CBOE,added
2017-03-01,PBI,removed
2017-03-02,ENDP,removed
2017-03-02,REG,added
2017-03-13,DISH,added
2017-03-13,HAR,removed
2017-03-13,LLTC,removed
2017-03-16,SNPS,added
2017-03-20,AMD,added
2017-03-20,ARE,added
2017-03-20,FSLR,removed
2017-03-20,FTR,removed
2017-03-20,RJF,added
2017-03-20,URBN,removed
2017-04-04,DXC,added
2017-04-04,SWN,removed
2017-04-05,DNB,removed
2017-04-05,IT,added
2017-06-02,INFO,added
2017-06-02,TGNA,removed
2017-06-15,MJN,removed
2017-06-19,AABA,removed
2017-06-19,ALGN,added
2017-06-19,ANSS,added
2017-06-19,HLT,added
2017-06-19,R,removed
2017-06-19,RE,added
2017-06-19,TDC,removed
2017-07-25,RAI,removed
2017-07-26,AOS,added
2017-07-26,BBBY,removed
2017-07-26,DRE,added
2017-07-26,MGM,added
2017-07-26,MNK,removed
2017-07-26,MUR,removed
2017-07-26,PKG,added
2017-07-26,RIG,removed
2017-07-26,RMD,added
2017-08-07,BHF,added
2017-08-08,AN,removed
2017-08-28,WFM,removed
2017-08-29,IQV,added
2017-09-01,DD,removed
2017-09-01,DOW,removed
2017-09-01,DWDP,added
2017-09-01,SBAC,added
2017-09-13,SPLS,removed
2017-09-18,CDNS,added
2017-10-13,LVLT,removed
2017-10-13,NCLH,added
2017-12-29,BCR,removed
2018-01-03,HII,added
2018-03-07,IPGP,added
2018-03-07,SNI,removed
2018-03-19,CHK,removed
2018-03-19,NKTR,added
2018-03-19,PDCO,removed
2018-03-19,SIG,removed
2018-03-19,SIVB,added
2018-03-19,TTWO,added
2018-04-04,CSRA,removed
2018-04-04,MSCI,added
2018-05-31,ABMD,added
2018-05-31,WYND,removed
2018-06-05,EVRG,added
2018-06-05,NAVI,removed
2018-06-07,MON,removed
2018-06-07,TWTR,added
2018-06-15,TWX,removed
2018-06-18,AYI,removed
2018-06-18,BR,added
2018-06-18,HFC,added
2018-06-18,RRC,removed
2018-06-20,FLT,added
2018-07-02,CPRT,added
2018-07-02,KDP,removed
2018-08-28,ANET,added
2018-08-28,GGP,removed
2018-09-12,XL,removed
2018-09-17,WCG,added
2018-09-19,KORS,removed
2018-10-01,ANDV,removed
2018-10-01,ROL,added
2018-10-11,EVHC,removed
2018-10-11,FTNT,added
2018-10-31,PX,removed
2018-11-06,CA,removed
2018-11-06,KEYS,added
2018-11-06,LIN,added
2018-11-13,EQT,removed
2018-11-13,JKHY,added
2018-11-27,COL,removed
2018-11-29,AET,removed
2018-12-03,FANG,added
2018-12-03,LW,added
2018-12-03,MXIM,added
2018-12-03,SRCL,removed
2018-12-21,ESRX,removed
2018-12-24,CE,added
2019-01-02,FRC,added
2019-01-02,SCG,removed
2019-01-18,PCG,removed
2019-01-18,TFX,added
2019-02-15,ATO,added
2019-02-15,NFX,removed
2019-02-27,GT,removed
2019-02-27,WAB,added
2019-04-02,BHF,removed
2019-04-02,DOW,added
2019-06-01,HRS,removed
2019-06-01,LHX,added
2019-06-03,CTVA,added
2019-06-03,DD,added
2019-06-03,DWDP,removed
2019-06-03,FLR,removed
2019-06-07,AMCR,added
2019-06-07,MAT,removed
2019-07-01,LLL,removed
2019-07-01,MKTX,added
2019-07-15,RHT,removed
2019-07-15,TMUS,added
2019-08-08,GL,added
2019-08-08,TMK,removed
2019-08-09,APC,removed
2019-08-09,FL,removed
2019-08-09,IEX,added
2019-08-09,LDOS,added
2019-09-23,CDW,added
2019-09-23,TSS,removed
2019-09-26,JEF,removed
2019-09-26,NVR,added
2019-10-03,LVS,added
2019-10-03,NKTR,removed
2019-10-18,BHGE,removed
2019-10-18,BKR,added
2019-11-05,HCP,removed
2019-11-05,NLOK,added
2019-11-05,PEAK,added
2019-11-05,SYMC,removed
2019-11-21,CELG,removed
2019-11-21,NOW,added
2019-12-05,CBS,removed
2019-12-05,VIAB,removed
2019-12-05,VIAC,added
2019-12-05,WRB,added
2019-12-09,BBT,removed
2019-12-09,ODFL,added
2019-12-09,STI,removed
2019-12-09,TFC,added
2019-12-10,J,added
2019-12-10,JEC,removed
2019-12-23,AMG,removed
2019-12-23,LYV,added
2019-12-23,MAC,removed
2019-12-23,STE,added
2019-12-23,TRIP,removed
2019-12-23,ZBRA,added
2020-01-28,PAYC,added
2020-01-28,WCG,removed
2020-03-03,TT,added
2020-03-03,XEC,removed
2020-04-03,CARR,added
2020-04-03,OTIS,added
2020-04-03,RTX,added
2020-04-03,UTX,removed
2020-04-06,ARNC,removed
2020-04-06,HWM,added
2020-04-06,M,removed
2020-04-06,RTN,removed
2020-05-12,AGN,removed
2020-05-12,CPRI,removed
2020-05-12,DPZ,added
2020-05-12,DXCM,added
2020-05-22,HP,removed
2020-05-22,WST,added
2020-06-22,ADS,removed
2020-06-22,BIO,added
2020-06-22,HOG,removed
2020-06-22,JWN,removed
2020-06-22,TDY,added
2020-06-22,TYL,added
2020-09-18,CTL,removed
2020-09-18,LUMN,added
2020-09-21,COTY,removed
2020-09-21,CTLT,added
2020-09-21,ETSY,added
2020-09-21,HRB,removed
2020-09-21,KSS,removed
2020-09-21,TER,added
2020-10-07,ETFC,removed
2020-10-07,POOL,added
2020-10-12,NBL,removed
2020-10-12,VNT,added
2020-11-17,MYL,removed
2020-11-17,VTRS,added
2020-12-21,AIV,removed
2020-12-21,TSLA,added
2021-01-07,ENPH,added
2021-01-07,TIF,removed
2021-01-21,CXO,removed
2021-01-21,TRMB,added
2021-02-12,FTI,removed
2021-02-12,MPWR,added
2021-03-22,CZR,added
2021-03-22,FLS,removed
2021-03-22,GNRC,added
2021-03-22,NXPI,added
2021-03-22,PENN,added
2021-03-22,SLG,removed
2021-03-22,VNT,removed
2021-03-22,XRX,removed
2021-04-20,PTC,added
2021-04-20,VAR,removed
2021-05-14,CRL,added
2021-05-14,FLIR,removed
2021-06-04,HFC,removed
2021-06-04,OGN,added
2021-07-21,ALXN,removed
2021-07-21,MRNA,added
2021-08-03,BBWI,added
2021-08-03,LB,removed
2021-08-30,MXIM,removed
2021-08-30,TECH,added
2021-09-20,BRO,added
2021-09-20,CDAY,added
2021-09-20,MTCH,added
2021-09-20,NOV,removed
2021-09-20,PRGO,removed
2021-09-20,UNM,removed
2021-10-04,COG,removed
2021-10-04,CTRA,added
2021-12-14,EPAM,added
2021-12-14,KSU,removed
2021-12-20,FDS,added
2021-12-20,HBI,removed
2021-12-20,LEG,removed
2021-12-20,SBNY,added
2021-12-20,SEDG,added
2021-12-20,WU,removed
2022-01-10,WLTW,removed
2022-01-10,WTW,added
2022-02-02,CEG,added
2022-02-02,GPS,removed
2022-02-15,NDSN,added
2022-02-15,XLNX,removed
2022-02-17,PARA,added
2022-02-17,VIAC,removed
2022-03-02,INFO,removed
2022-03-02,MOH,added
2022-04-04,CPT,added
2022-04-04,PBCT,removed
2022-04-11,DISCA,removed
2022-04-11,DISCK,removed
2022-04-11,WBD,added
2022-05-10,BALL,added
2022-05-10,BLL,removed
2022-06-08,CERN,removed
2022-06-08,VICI,added
2022-06-09,FB,removed
2022-06-09,META,added
2022-06-21,IPGP,removed
2022-06-21,KDP,added
2022-06-21,ON,added
2022-06-21,UA,removed
2022-06-21,UAA,removed
2022-06-28,ANTM,removed
2022-06-28,ELV,added
2022-09-19,CSGP,added
2022-09-19,INVH,added
2022-09-19,PENN,removed
2022-09-19,PVH,removed
2022-10-03,CTXS,removed
2022-10-03,DRE,removed
2022-10-03,EQT,added
2022-10-03,PCG,added
2022-10-12,NLSN,removed
2022-10-12,TRGP,added
2022-11-01,ACGL,added
2022-11-01,TWTR,removed
2022-11-08,GEN,added
2022-11-08,NLOK,removed
2022-12-19,FBHS,removed
2022-12-19,FSLR,added
2022-12-22,ABMD,removed
2022-12-22,STLD,added
2023-01-04,GEHC,added
2023-01-04,VNO,removed
2023-03-15,BG,added
2023-03-15,PODD,added
2023-03-15,SBNY,removed
2023-03-15,SIVB,removed
2023-03-20,FICO,added
2023-03-20,LUMN,removed
2023-05-04,AXON,added
2023-05-04,FRC,removed
2023-05-16,PKI,removed
2023-05-16,RVTY,added
2023-06-07,FI,added
2023-06-07,FISV,removed
2023-06-20,DISH,removed
2023-06-20,PANW,added
2023-07-10,EG,added
2023-07-10,RE,removed
2023-08-25,AAP,removed
2023-08-25,KVUE,added
2023-08-30,ABC,removed
2023-08-30,COR,added
2023-09-18,ABNB,added
2023-09-18,BX,added
2023-09-18,LNC,removed
2023-09-18,NWL,removed
2023-10-02,DXC,removed
2023-10-02,VLTO,added
2023-10-18,ALK,removed
2023-10-18,ATVI,removed
2023-10-18,BLDR,added
2023-10-18,HUBB,added
2023-10-18,JBL,added
2023-10-18,LULU,added
2023-10-18,OGN,removed
2023-10-18,SEDG,removed
2023-10-18,SEE,removed
2023-10-18,UBER,added
2024-02-01,CDAY,removed
2024-02-01,DAY,added
2024-03-04,DOC,added
2024-03-04,PEAK,removed
2024-03-18,DECK,added
2024-03-18,SMCI,added
2024-03-18,WHR,removed
2024-03-18,ZION,removed
2024-03-25,CPAY,added
2024-03-25,FLT,removed
2024-04-03,GEV,added
2024-04-03,SOLV,added
2024-04-03,VFC,removed
2024-04-03,XRAY,removed
2024-05-08,PXD,removed
2024-05-08,VST,added
2024-06-24,CMA,removed
2024-06-24,CRWD,added
2024-06-24,GDDY,added
2024-06-24,ILMN,removed
2024-06-24,KKR,added
2024-06-24,RHI,removed
2024-07-08,SW,added
2024-07-08,WRK,removed
2024-09-23,AAL,removed
2024-09-23,BIO,removed
2024-09-23,DELL,added
2024-09-23,ERIE,added
2024-09-23,ETSY,removed
2024-09-23,PLTR,added
2024-09-30,AMTM,added
2024-09-30,NAN,removed
2024-10-01,BBWI,removed
2024-10-01,NAN,added
2024-11-26,MRO,removed
2024-11-26,TPL,added
2024-12-23,AMTM,removed
2024-12-23,APO,added
2024-12-23,CTLT,removed
2024-12-23,LII,added
2024-12-23,QRVO,removed
2024-12-23,WDAY,added
2025-03-24,BWA,removed
2025-03-24,CE,removed
2025-03-24,DASH,added
2025-03-24,EXE,added
2025-03-24,FMC,removed
2025-03-24,TFX,removed
2025-03-24,TKO,added
2025-03-24,WSM,added
2025-04-24,BWA,removed
2025-04-24,CE,removed
2025-04-24,DASH,added
2025-04-24,EXE,added
2025-04-24,FMC,removed
2025-04-24,TFX,removed
2025-04-24,TKO,added
2025-04-24,WSM,added
2025-05-19,COIN,added
2025-05-19,DFS,removed
2025-07-09,DDOG,added
2025-07-09,JNPR,removed
2025-07-18,ANSS,removed
2025-07-18,TTD,added
2025-07-23,HES,removed
2025-07-23,XYZ,added
2025-08-08,PARA,removed
2025-08-08,PSKY,added
2025-08-28,IBKR,added
2025-08-28,WBA,removed
2025-09-22,APP,added
2025-09-22,CZR,removed
2025-09-22,EME,added
2025-09-22,ENPH,removed
2025-09-22,HOOD,added
2025-09-22,MKTX,removed
2025-10-30,NAN,removed
2025-10-30,SOLS,added
2025-10-31,KMX,removed
2025-10-31,NAN,added
2025-11-03,NAN,removed
2025-11-03,Q,added
2025-11-04,EMN,removed
2025-11-04,NAN,added
2025-11-11,FI,removed
2025-11-11,FISV,added
2025-11-28,IPG,removed
2025-11-28,SNDK,added
2025-12-11,ARES,added
2025-12-11,K,removed
2025-12-22,CRH,added
2025-12-22,CVNA,added
2025-12-22,FIX,added
2025-12-22,LKQ,removed
2025-12-22,MHK,removed
2025-12-22,SOLS,removed
2026-01-14,MMC,removed
2026-01-14,MRSH,added
